gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status
F,81.29,Central,61.49,Central,Commerce,72.62,Comm&Mgmt,Yes,59.97,Mkt&HR,62.62,Placed
M,66.74,Others,73.16,Others,Science,69.54,Comm&Mgmt,Yes,77.95,Mkt&HR,72.89,Not Placed
M,73.61,Central,69.55,Others,Commerce,64.21,Others,No,55.5,Mkt&Fin,61.42,Not Placed
M,80.52,Central,72.13,Others,Arts,63.3,Others,No,91.98,Mkt&Fin,65.13,Placed
M,71.42,Others,81.67,Others,Arts,53.75,Comm&Mgmt,No,75.93,Mkt&Fin,61.2,Placed
M,80.75,Others,60.74,Others,Arts,61.54,Comm&Mgmt,No,89.82,Mkt&Fin,68.74,Placed
M,82.66,Others,62.39,Others,Science,67.12,Others,Yes,61.09,Mkt&HR,62.77,Not Placed
F,61.67,Others,71.16,Others,Commerce,74.22,Sci&Tech,No,59.69,Mkt&Fin,68.48,Placed
M,62.22,Others,75.54,Others,Science,72.6,Sci&Tech,Yes,88.71,Mkt&Fin,58.63,Placed
M,86.04,Central,55.64,Central,Arts,55.87,Sci&Tech,Yes,60.44,Mkt&HR,56.26,Not Placed
M,63.19,Others,60.96,Others,Science,60.46,Comm&Mgmt,No,62.2,Mkt&Fin,61.27,Not Placed
F,63.22,Central,82.21,Others,Commerce,49.07,Others,No,59.02,Mkt&Fin,59.68,Placed
F,74.98,Central,79.41,Central,Commerce,67.89,Sci&Tech,No,55.72,Mkt&Fin,66.91,Placed
M,78.19,Central,87.62,Central,Commerce,66.35,Others,Yes,84.56,Mkt&HR,67.4,Not Placed
F,67.67,Central,59.71,Central,Science,73.2,Others,Yes,92.66,Mkt&HR,60.08,Not Placed
M,71.61,Central,70.88,Central,Science,72.33,Sci&Tech,Yes,64.49,Mkt&HR,62.95,Placed
M,71.97,Others,76.55,Central,Arts,69.61,Others,No,100.0,Mkt&Fin,62.32,Placed
M,70.23,Central,80.74,Others,Science,49.85,Sci&Tech,No,87.8,Mkt&Fin,56.16,Not Placed
M,62.38,Others,64.94,Central,Arts,69.24,Others,No,98.14,Mkt&Fin,52.22,Placed
M,65.2,Others,72.01,Others,Science,53.96,Others,Yes,66.82,Mkt&Fin,64.28,Placed
M,60.06,Others,57.93,Others,Science,58.63,Comm&Mgmt,No,67.42,Mkt&Fin,66.67,Placed
M,68.2,Others,60.79,Others,Science,63.37,Others,Yes,82.59,Mkt&Fin,76.32,Placed
M,88.45,Others,53.38,Central,Arts,80.81,Comm&Mgmt,Yes,75.98,Mkt&HR,62.96,Placed
F,89.45,Central,91.92,Central,Science,83.17,Sci&Tech,Yes,69.16,Mkt&HR,56.21,Placed
F,82.97,Central,63.62,Central,Science,54.73,Comm&Mgmt,Yes,81.42,Mkt&HR,57.13,Placed
M,37.86,Central,50.33,Others,Science,63.53,Comm&Mgmt,Yes,98.83,Mkt&Fin,50.65,Not Placed
M,48.53,Others,74.26,Central,Science,66.35,Others,Yes,51.63,Mkt&Fin,64.37,Placed
F,69.94,Others,64.86,Central,Arts,61.51,Sci&Tech,Yes,100.0,Mkt&Fin,62.77,Placed
F,82.35,Central,70.83,Others,Commerce,64.86,Others,Yes,60.81,Mkt&Fin,65.65,Placed
F,78.87,Others,56.41,Others,Science,70.56,Sci&Tech,Yes,87.51,Mkt&HR,63.84,Placed
M,65.58,Central,61.03,Others,Commerce,58.7,Sci&Tech,Yes,54.7,Mkt&HR,57.81,Not Placed
M,88.2,Central,75.69,Central,Arts,78.05,Sci&Tech,Yes,73.22,Mkt&Fin,67.38,Not Placed
F,70.68,Others,59.97,Others,Commerce,80.33,Others,Yes,58.44,Mkt&HR,56.02,Placed
M,68.16,Others,53.75,Others,Commerce,73.67,Sci&Tech,Yes,66.07,Mkt&Fin,59.88,Not Placed
F,64.23,Others,63.06,Others,Arts,59.7,Sci&Tech,No,62.58,Mkt&HR,57.4,Placed
M,60.4,Others,79.61,Others,Arts,60.81,Others,Yes,88.82,Mkt&Fin,62.57,Not Placed
M,59.74,Central,41.89624999999998,Central,Arts,69.4,Sci&Tech,Yes,54.92,Mkt&Fin,58.09,Placed
M,53.34,Others,63.12,Others,Science,67.9,Sci&Tech,Yes,83.23,Mkt&Fin,60.65,Not Placed
F,73.81,Central,64.08,Others,Arts,64.46,Sci&Tech,No,59.8,Mkt&Fin,62.18,Placed
F,82.13,Others,41.89624999999998,Others,Commerce,73.09,Others,Yes,50.84,Mkt&HR,70.95,Placed
M,54.37,Others,63.09,Others,Arts,72.36,Comm&Mgmt,Yes,73.25,Mkt&HR,63.72,Placed
M,41.89,Central,54.5,Central,Arts,68.35,Others,No,62.36,Mkt&HR,68.8,Placed
F,68.97,Central,72.68,Central,Commerce,48.8,Comm&Mgmt,Yes,83.22,Mkt&Fin,70.75,Not Placed
F,65.33,Others,59.72,Central,Science,75.06,Comm&Mgmt,Yes,86.92,Mkt&Fin,64.59,Placed
M,59.52,Others,88.86,Others,Commerce,60.95,Others,No,63.06,Mkt&Fin,75.92,Not Placed
M,79.77,Central,71.82,Central,Science,76.89,Sci&Tech,Yes,58.38,Mkt&HR,73.82,Not Placed
M,82.79,Others,75.33,Others,Arts,78.5,Others,Yes,56.7,Mkt&HR,55.73,Not Placed
F,70.49,Others,64.43,Others,Arts,55.2,Others,No,81.44,Mkt&HR,64.18,Placed
F,64.35,Others,63.17,Central,Science,64.98,Sci&Tech,No,63.14,Mkt&Fin,55.44,Placed
F,55.34,Central,70.43,Others,Science,72.35,Others,Yes,88.35,Mkt&HR,68.3,Placed
F,69.92,Central,70.83,Others,Arts,61.3,Others,Yes,62.78,Mkt&Fin,59.34,Not Placed
M,55.49,Others,55.37,Others,Science,68.89,Comm&Mgmt,No,59.35,Mkt&Fin,58.57,Not Placed
F,62.49,Central,84.07,Central,Commerce,69.01,Sci&Tech,Yes,69.77,Mkt&Fin,58.07,Placed
M,72.51,Others,76.29,Central,Arts,72.01,Comm&Mgmt,Yes,55.6,Mkt&Fin,58.33,Placed
F,38.33,Central,52.34,Others,Arts,70.25,Sci&Tech,Yes,85.34,Mkt&Fin,60.14,Not Placed
F,90.9,Others,74.96,Central,Arts,67.83,Others,Yes,81.87,Mkt&Fin,61.84,Not Placed
M,63.03,Central,61.1,Others,Arts,65.29,Comm&Mgmt,No,74.39,Mkt&Fin,58.47,Not Placed
F,66.26,Others,69.9,Others,Commerce,67.67,Others,No,76.9,Mkt&HR,59.81,Placed
M,61.12,Central,58.5,Others,Arts,74.38,Comm&Mgmt,No,72.09,Mkt&HR,56.29,Placed
F,62.15,Central,66.45,Others,Commerce,67.11,Others,Yes,64.24,Mkt&Fin,73.37,Placed
M,60.7,Others,73.21,Central,Arts,69.43,Comm&Mgmt,No,49.94,Mkt&Fin,55.84,Placed
M,80.12,Central,67.64,Central,Commerce,66.19,Sci&Tech,No,95.07,Mkt&HR,54.43,Placed
F,65.53,Central,63.82,Central,Commerce,80.42,Sci&Tech,Yes,89.51,Mkt&HR,61.36,Placed
F,80.56,Others,51.05,Central,Commerce,59.24,Comm&Mgmt,No,97.14,Mkt&Fin,68.32,Not Placed
M,75.22,Central,60.42,Central,Commerce,70.96,Others,No,78.76,Mkt&Fin,57.1,Not Placed
F,83.23,Others,57.89,Central,Arts,73.15,Sci&Tech,No,57.73,Mkt&Fin,68.37,Not Placed
F,58.46,Central,72.78,Central,Science,76.68,Sci&Tech,No,54.52,Mkt&HR,66.41,Placed
F,61.75,Others,83.47,Others,Science,62.8,Others,Yes,77.15,Mkt&HR,65.08,Not Placed
M,84.35,Others,64.81,Others,Arts,63.05,Comm&Mgmt,No,98.04,Mkt&HR,58.24,Not Placed
F,66.37,Central,62.15,Others,Science,63.11,Sci&Tech,No,72.35,Mkt&HR,75.74,Placed
F,67.74,Others,60.84,Central,Arts,58.68,Sci&Tech,No,56.0,Mkt&Fin,55.31,Placed
F,80.94,Central,82.75,Central,Science,77.51,Comm&Mgmt,No,61.33,Mkt&HR,56.25,Not Placed
F,62.15,Central,54.2,Central,Arts,75.66,Comm&Mgmt,No,93.24,Mkt&Fin,61.32,Placed
M,49.58,Central,64.56,Central,Science,64.56,Comm&Mgmt,Yes,61.33,Mkt&Fin,61.07,Placed
F,78.8,Central,87.6,Others,Commerce,78.7,Sci&Tech,Yes,52.22,Mkt&HR,73.82,Placed
M,72.0,Central,75.1,Others,Arts,60.37,Others,Yes,94.7,Mkt&HR,56.81,Placed
F,62.8,Others,74.95,Others,Science,79.0,Sci&Tech,Yes,57.45,Mkt&Fin,67.07,Placed
F,55.6,Others,52.76,Others,Science,71.79,Comm&Mgmt,Yes,78.09,Mkt&Fin,62.46,Placed
M,79.8,Others,66.25,Central,Commerce,57.45,Others,Yes,58.19,Mkt&HR,65.7,Placed
M,78.58,Others,73.8,Central,Commerce,68.88,Comm&Mgmt,No,70.35,Mkt&Fin,58.49,Placed
F,56.58,Central,81.05,Others,Science,69.57,Comm&Mgmt,No,70.94,Mkt&Fin,80.07,Not Placed
M,87.65,Central,64.47,Central,Commerce,61.58,Others,No,70.41,Mkt&HR,64.73,Placed
F,61.08,Central,59.27,Central,Science,60.57,Comm&Mgmt,Yes,89.65,Mkt&HR,68.07,Placed
F,68.94,Others,68.17,Others,Commerce,61.37,Others,Yes,84.49,Mkt&Fin,70.39,Placed
M,65.2,Central,65.61,Central,Science,75.09,Others,No,60.71,Mkt&Fin,63.1,Placed
M,48.47,Others,78.85,Others,Arts,67.02,Others,No,74.18,Mkt&Fin,63.01,Placed
F,85.51,Central,54.93,Central,Arts,68.72,Sci&Tech,No,51.66,Mkt&Fin,69.15,Not Placed
F,76.19,Central,70.19,Central,Arts,56.12,Comm&Mgmt,No,90.46,Mkt&HR,46.92,Not Placed
M,85.94,Central,56.49,Others,Arts,57.24,Comm&Mgmt,No,79.42,Mkt&HR,48.33,Not Placed
F,64.67,Others,61.86,Central,Science,62.93,Comm&Mgmt,No,99.71,Mkt&HR,57.45,Not Placed
M,82.53,Central,79.71,Others,Science,58.08,Others,No,81.78,Mkt&HR,60.73,Not Placed
M,53.89,Central,72.61,Central,Commerce,63.03,Others,Yes,59.8,Mkt&Fin,56.18,Not Placed
M,61.37,Central,66.98,Central,Science,62.97,Comm&Mgmt,Yes,68.34,Mkt&HR,58.26,Not Placed
M,70.67,Central,64.57,Central,Arts,63.36,Sci&Tech,Yes,90.38,Mkt&HR,47.24,Placed
M,59.53,Central,48.68,Others,Commerce,71.91,Comm&Mgmt,No,85.72,Mkt&HR,59.06,Not Placed
F,76.26,Central,55.06,Others,Science,69.45,Comm&Mgmt,No,58.87,Mkt&HR,70.48,Not Placed
M,76.36,Others,79.72,Central,Arts,58.73,Sci&Tech,No,94.14,Mkt&HR,67.07,Placed
M,49.88,Others,70.48,Central,Commerce,64.38,Sci&Tech,Yes,53.79,Mkt&Fin,65.97,Placed
M,66.91,Central,63.5,Others,Commerce,73.21,Others,No,76.39,Mkt&HR,66.86,Placed
M,80.29,Others,61.2,Central,Commerce,73.95,Sci&Tech,No,87.91,Mkt&Fin,64.19,Placed
F,82.6,Central,88.21,Others,Arts,69.59,Others,No,87.11,Mkt&Fin,65.58,Not Placed
M,55.78,Others,45.39,Central,Science,75.63,Comm&Mgmt,Yes,57.31,Mkt&HR,60.18,Placed
F,68.8,Others,79.1,Others,Commerce,68.81,Comm&Mgmt,Yes,94.11,Mkt&Fin,52.42,Not Placed
M,66.95,Others,57.45,Others,Science,66.82,Sci&Tech,No,63.83,Mkt&HR,71.28,Not Placed
M,76.91,Others,54.62,Central,Commerce,61.81,Others,Yes,52.2,Mkt&HR,63.21,Placed
F,63.61,Others,71.35,Central,Science,67.79,Sci&Tech,Yes,67.6,Mkt&Fin,61.59,Placed
M,65.25,Others,58.8,Central,Arts,68.42,Comm&Mgmt,Yes,63.97,Mkt&HR,55.01,Not Placed
M,75.73,Central,49.78,Central,Science,72.92,Others,No,57.24,Mkt&Fin,54.51,Not Placed
F,66.37,Others,65.69,Central,Commerce,65.01,Sci&Tech,Yes,69.25,Mkt&HR,59.64,Not Placed
F,91.28,Others,49.24,Central,Commerce,61.7,Comm&Mgmt,Yes,67.67,Mkt&HR,70.04,Not Placed
M,83.73,Central,70.13,Others,Science,59.43,Others,Yes,63.49,Mkt&HR,61.02,Not Placed
F,65.13,Others,70.44,Central,Science,67.49,Sci&Tech,No,55.07,Mkt&Fin,56.69,Placed
M,75.04,Central,78.43,Others,Science,84.24,Comm&Mgmt,Yes,73.74,Mkt&Fin,51.77,Not Placed
F,60.98,Others,56.41,Others,Science,58.19,Sci&Tech,Yes,64.9,Mkt&Fin,63.79,Not Placed
M,67.07,Central,79.27,Others,Commerce,52.77,Comm&Mgmt,Yes,76.59,Mkt&HR,58.98,Not Placed
M,83.72,Others,73.06,Central,Science,62.21,Comm&Mgmt,Yes,64.61,Mkt&Fin,70.65,Placed
F,57.49,Others,91.94625000000002,Central,Science,69.56,Sci&Tech,No,74.96,Mkt&Fin,57.17,Not Placed
M,70.32,Others,71.63,Others,Science,70.17,Comm&Mgmt,Yes,57.95,Mkt&HR,60.36,Not Placed
F,60.84,Others,62.67,Central,Science,79.12,Sci&Tech,No,55.78,Mkt&HR,53.14,Placed
F,61.6,Central,53.3,Others,Commerce,68.8,Sci&Tech,No,60.48,Mkt&Fin,61.67,Placed
F,74.12,Others,68.15,Others,Science,77.43,Sci&Tech,Yes,62.22,Mkt&Fin,54.63,Not Placed
F,43.01,Others,72.32,Central,Science,58.06,Comm&Mgmt,Yes,93.75,Mkt&HR,65.69,Placed
F,62.57,Central,60.24,Others,Arts,61.8,Others,No,94.68,Mkt&Fin,61.22,Not Placed
M,68.31,Central,67.53,Central,Science,64.08,Others,Yes,77.39,Mkt&HR,56.22,Not Placed
M,79.33,Central,63.36,Others,Science,57.65,Others,No,88.72,Mkt&HR,63.01,Placed
F,52.11,Central,66.44,Others,Arts,64.4,Others,No,88.65,Mkt&Fin,55.99,Placed
F,52.95,Central,46.84,Others,Arts,69.84,Others,No,91.65,Mkt&HR,66.85,Not Placed
M,67.55,Central,62.6,Central,Science,66.74,Sci&Tech,Yes,71.91,Mkt&Fin,64.9,Placed
M,83.79,Others,67.25,Others,Science,73.75,Comm&Mgmt,No,96.22,Mkt&HR,61.38,Not Placed
F,66.6,Others,64.8,Others,Science,65.03,Sci&Tech,Yes,64.28,Mkt&Fin,56.61,Not Placed
M,58.01,Central,63.39,Central,Science,66.79,Others,No,51.5,Mkt&HR,70.61,Not Placed
F,82.85,Others,47.79,Others,Commerce,63.29,Others,Yes,52.15,Mkt&HR,54.31,Not Placed
M,67.06,Central,55.17,Others,Arts,83.16,Comm&Mgmt,Yes,68.45,Mkt&HR,73.41,Placed
M,69.18,Central,89.58,Central,Commerce,62.18,Sci&Tech,No,53.67,Mkt&HR,49.41,Not Placed
F,62.72,Others,70.39,Others,Commerce,70.95,Comm&Mgmt,No,49.04,Mkt&Fin,62.08,Not Placed
M,69.92,Others,71.85,Others,Arts,63.67,Sci&Tech,No,70.62,Mkt&HR,70.8,Not Placed
F,72.25,Others,58.71,Others,Science,65.41,Sci&Tech,Yes,98.69,Mkt&Fin,50.98,Not Placed
F,61.86,Others,76.21,Central,Commerce,66.11,Others,No,54.21,Mkt&Fin,48.56,Placed
M,44.28,Others,67.93,Others,Science,64.83,Comm&Mgmt,No,74.68,Mkt&Fin,51.35,Placed
M,75.32,Others,77.69,Central,Arts,59.45,Others,Yes,98.3,Mkt&Fin,53.41,Not Placed
F,61.97,Others,64.07,Central,Arts,54.98,Others,No,59.29,Mkt&HR,59.61,Not Placed
F,57.73,Central,61.82,Others,Commerce,85.58,Others,Yes,59.48,Mkt&HR,56.39,Placed
F,70.49,Central,48.79,Others,Commerce,62.7,Sci&Tech,No,80.74,Mkt&Fin,53.78,Placed
M,62.41,Central,48.09,Others,Science,64.11,Others,Yes,69.0,Mkt&HR,61.46,Not Placed
M,78.08,Central,41.89624999999998,Others,Science,76.21,Comm&Mgmt,No,75.69,Mkt&Fin,67.25,Placed
F,72.04,Others,57.78,Central,Arts,60.08,Comm&Mgmt,Yes,61.48,Mkt&HR,71.93,Placed
F,65.57,Others,86.55,Others,Science,79.18,Sci&Tech,Yes,62.33,Mkt&HR,68.05,Placed
M,78.9,Central,70.31,Others,Science,66.29,Comm&Mgmt,Yes,98.95,Mkt&HR,57.17,Not Placed
F,57.39,Others,75.57,Central,Commerce,87.88125,Comm&Mgmt,Yes,74.82,Mkt&Fin,49.43,Not Placed
M,67.29,Central,63.0,Others,Arts,76.66,Sci&Tech,Yes,68.99,Mkt&Fin,57.67,Placed
M,60.68,Others,69.88,Others,Science,68.51,Others,No,49.94,Mkt&HR,72.03,Placed
F,86.91,Others,60.75,Others,Arts,59.53,Sci&Tech,Yes,78.08,Mkt&Fin,62.97,Placed
F,71.72,Others,82.65,Others,Science,66.69,Comm&Mgmt,Yes,71.56,Mkt&HR,60.22,Placed
F,52.28,Central,72.84,Others,Science,56.24,Others,Yes,87.67,Mkt&Fin,59.8,Placed
M,79.5,Central,90.22,Central,Arts,66.04,Comm&Mgmt,No,82.34,Mkt&HR,61.82,Placed
F,64.6,Central,62.71,Central,Arts,67.26,Others,No,51.04,Mkt&HR,65.35,Placed
F,82.44,Central,69.38,Others,Commerce,71.85,Others,Yes,46.16,Mkt&HR,70.44,Not Placed
M,77.21,Central,49.44,Central,Arts,66.36,Sci&Tech,No,63.57,Mkt&Fin,59.4,Placed
M,65.08,Others,67.01,Central,Science,48.78,Comm&Mgmt,No,69.08,Mkt&HR,60.96,Not Placed
M,71.44,Central,55.66,Others,Arts,64.78,Comm&Mgmt,Yes,52.7,Mkt&HR,60.7,Not Placed
M,45.16,Others,78.34,Others,Commerce,65.11,Sci&Tech,Yes,90.2,Mkt&Fin,60.96,Not Placed
M,78.06,Others,73.58,Central,Science,68.93,Others,Yes,65.4,Mkt&HR,63.31,Not Placed
F,64.29,Others,82.39,Central,Arts,62.84,Comm&Mgmt,No,67.19,Mkt&HR,66.3,Not Placed
F,47.54,Central,56.34,Others,Science,46.03,Comm&Mgmt,Yes,85.8,Mkt&HR,73.97,Placed
F,80.92,Others,43.61,Central,Science,73.67,Others,No,68.72,Mkt&HR,55.26,Placed
M,76.25,Others,44.38,Others,Arts,60.25,Sci&Tech,No,52.11,Mkt&HR,63.23,Not Placed
F,72.79,Others,66.87,Others,Commerce,80.6,Others,Yes,69.49,Mkt&HR,62.68,Not Placed
F,69.38,Central,62.12,Central,Arts,58.57,Sci&Tech,Yes,87.98,Mkt&Fin,50.95,Not Placed
M,67.9,Others,64.38,Others,Commerce,76.01,Comm&Mgmt,No,60.53,Mkt&Fin,58.52,Not Placed
M,62.08,Central,68.65,Central,Arts,66.86,Others,No,94.48,Mkt&HR,55.06,Not Placed
F,82.98,Others,67.16,Others,Science,67.77,Others,Yes,49.98,Mkt&Fin,56.46,Placed
M,47.36,Others,65.96,Others,Science,68.32,Others,No,83.42,Mkt&Fin,58.05,Not Placed
F,91.15,Others,69.2,Others,Commerce,76.01,Others,Yes,82.12,Mkt&HR,55.43,Placed
M,63.37,Others,75.35,Central,Commerce,58.16,Comm&Mgmt,No,59.29,Mkt&HR,63.15,Not Placed
F,68.87,Central,69.3,Others,Arts,58.13,Others,No,59.72,Mkt&HR,49.66,Placed
M,83.95,Others,70.61,Others,Arts,76.51,Sci&Tech,Yes,87.64,Mkt&HR,63.74,Placed
F,62.04,Others,51.79,Others,Science,63.47,Comm&Mgmt,Yes,74.66,Mkt&HR,65.14,Placed
M,75.54,Central,65.19,Others,Arts,52.89,Comm&Mgmt,No,73.16,Mkt&HR,62.02,Not Placed
F,78.0,Central,60.23,Central,Arts,69.21,Sci&Tech,Yes,49.6,Mkt&Fin,63.5,Placed
M,66.52,Others,59.0,Central,Commerce,58.66,Others,No,76.97,Mkt&Fin,56.45,Not Placed
F,77.74,Central,59.85,Central,Arts,70.34,Comm&Mgmt,No,86.93,Mkt&Fin,66.98,Not Placed
M,74.11,Others,60.09,Central,Commerce,63.56,Sci&Tech,No,64.64,Mkt&Fin,57.09,Not Placed
F,79.43,Central,62.36,Central,Commerce,62.84,Comm&Mgmt,Yes,60.31,Mkt&HR,74.45,Placed
F,70.17,Others,66.32,Central,Arts,54.18,Comm&Mgmt,Yes,98.35,Mkt&HR,66.67,Not Placed
M,73.39,Others,67.63,Central,Arts,76.86,Sci&Tech,No,78.55,Mkt&HR,64.77,Not Placed
M,61.24,Central,82.64,Central,Science,78.58,Sci&Tech,No,69.06,Mkt&Fin,50.46,Placed
M,62.61,Central,48.48,Central,Science,68.0,Sci&Tech,Yes,81.64,Mkt&HR,60.91,Not Placed
M,74.75,Central,59.74,Others,Commerce,65.83,Sci&Tech,Yes,59.98,Mkt&Fin,62.41,Placed
F,53.58,Others,62.3,Central,Commerce,57.09,Sci&Tech,No,72.35,Mkt&Fin,52.78,Not Placed
F,82.85,Central,59.42,Central,Arts,60.19,Others,No,85.5,Mkt&Fin,49.43,Placed
M,73.21,Others,87.06,Others,Science,71.49,Sci&Tech,Yes,69.88,Mkt&HR,60.27,Placed
F,58.17,Others,74.72,Central,Arts,59.11,Sci&Tech,Yes,63.01,Mkt&Fin,66.01,Placed
M,70.6,Central,58.55,Others,Commerce,53.39,Comm&Mgmt,Yes,92.55,Mkt&HR,57.27,Not Placed
M,82.23,Central,77.71,Central,Science,65.05,Others,Yes,53.91,Mkt&Fin,52.19,Not Placed
F,82.1,Central,73.04,Others,Commerce,61.42,Sci&Tech,Yes,61.27,Mkt&HR,69.36,Placed
M,76.78,Central,62.89,Central,Commerce,58.08,Comm&Mgmt,No,84.92,Mkt&Fin,67.66,Not Placed
M,69.42,Central,70.05,Central,Commerce,57.47,Others,No,77.76,Mkt&Fin,73.2,Not Placed
M,82.36,Central,66.48,Central,Science,52.58,Others,No,60.97,Mkt&Fin,61.05,Not Placed
M,79.28,Central,76.7,Central,Arts,87.88125,Comm&Mgmt,No,45.62,Mkt&HR,59.84,Not Placed
F,60.07,Central,85.4,Others,Science,50.62,Others,No,80.58,Mkt&Fin,56.09,Placed
F,64.34,Central,67.39,Others,Commerce,59.93,Sci&Tech,No,60.59,Mkt&HR,69.35,Not Placed
F,73.58,Central,67.53,Others,Commerce,63.26,Comm&Mgmt,Yes,81.31,Mkt&HR,61.08,Placed
M,63.97,Central,91.94625000000002,Others,Arts,69.32,Comm&Mgmt,No,70.31,Mkt&HR,62.13,Not Placed
F,70.58,Central,63.93,Others,Science,67.0,Others,Yes,88.73,Mkt&Fin,61.39,Not Placed
F,62.49,Central,61.38,Central,Arts,81.97,Comm&Mgmt,No,70.4,Mkt&HR,59.51,Placed
F,60.0,Others,63.25,Others,Commerce,63.83,Sci&Tech,Yes,89.0,Mkt&HR,59.97,Not Placed
F,63.55,Central,57.52,Others,Arts,66.3,Others,Yes,85.26,Mkt&Fin,63.74,Placed
F,76.1,Others,56.34,Central,Arts,78.49,Others,Yes,69.55,Mkt&HR,48.66,Not Placed
M,64.39,Others,74.05,Others,Commerce,77.48,Sci&Tech,No,92.13,Mkt&HR,55.73,Placed
M,42.37,Others,79.12,Central,Arts,64.26,Comm&Mgmt,No,53.36,Mkt&Fin,64.6,Not Placed
F,76.21,Central,48.52,Others,Science,61.76,Others,Yes,81.7,Mkt&Fin,56.83,Placed
F,60.92,Central,62.6,Others,Science,68.26,Comm&Mgmt,Yes,57.09,Mkt&HR,57.39,Not Placed
F,86.34,Others,65.84,Others,Arts,59.54,Comm&Mgmt,No,74.87,Mkt&Fin,55.7,Not Placed
M,60.62,Others,63.46,Others,Commerce,61.66,Comm&Mgmt,Yes,99.44,Mkt&HR,62.03,Not Placed
F,70.86,Others,58.39,Others,Arts,66.11,Others,No,84.28,Mkt&Fin,60.69,Placed
F,68.95,Central,62.37,Central,Commerce,64.77,Sci&Tech,No,73.77,Mkt&HR,66.33,Not Placed
F,61.14,Central,65.55,Others,Science,67.64,Others,Yes,70.72,Mkt&HR,68.18,Not Placed
F,39.74,Others,55.85,Central,Science,54.97,Sci&Tech,Yes,88.11,Mkt&HR,68.3,Not Placed
F,50.48,Others,66.45,Central,Arts,68.82,Comm&Mgmt,No,65.45,Mkt&HR,67.12,Placed
F,75.23,Others,85.96,Central,Arts,55.31,Others,No,93.95,Mkt&HR,62.17,Placed
M,49.94,Others,64.07,Central,Commerce,63.51,Sci&Tech,No,53.43,Mkt&Fin,64.85,Placed
M,67.26,Central,56.0,Others,Arts,66.16,Sci&Tech,Yes,59.53,Mkt&Fin,65.27,Not Placed
M,71.71,Others,62.21,Central,Science,57.88,Comm&Mgmt,No,73.67,Mkt&Fin,69.35,Not Placed
M,64.68,Central,59.24,Others,Arts,60.34,Sci&Tech,Yes,61.05,Mkt&Fin,61.19,Placed
M,58.96,Central,79.97,Others,Commerce,65.04,Sci&Tech,Yes,56.98,Mkt&Fin,55.6,Placed
F,65.48,Others,68.56,Central,Arts,61.39,Sci&Tech,No,100.0,Mkt&HR,64.77,Not Placed
M,61.39,Others,63.77,Others,Commerce,61.11,Comm&Mgmt,No,96.23,Mkt&HR,55.58,Placed
F,71.38,Others,67.86,Central,Arts,65.32,Sci&Tech,Yes,62.02,Mkt&HR,56.61,Not Placed
F,84.81,Others,65.79,Central,Commerce,71.93,Sci&Tech,Yes,92.34,Mkt&Fin,64.35,Not Placed
F,81.87,Others,65.17,Central,Arts,82.72,Others,No,74.78,Mkt&HR,67.76,Not Placed
F,68.99,Central,73.6,Others,Commerce,62.68,Comm&Mgmt,Yes,92.01,Mkt&Fin,60.02,Placed
F,63.32,Others,69.34,Others,Commerce,65.34,Others,Yes,54.42,Mkt&HR,64.3,Placed
F,65.25,Central,68.87,Others,Arts,58.3,Others,No,62.16,Mkt&Fin,58.06,Not Placed
F,85.35,Others,65.45,Central,Commerce,71.49,Others,No,79.41,Mkt&HR,70.11,Placed
F,59.44,Others,61.36,Central,Arts,65.52,Sci&Tech,No,92.57,Mkt&Fin,55.78,Not Placed
F,82.08,Central,53.08,Others,Commerce,59.92,Comm&Mgmt,No,68.26,Mkt&Fin,55.43,Placed
F,62.91,Others,71.61,Others,Science,67.11,Sci&Tech,Yes,69.81,Mkt&HR,61.02,Not Placed
F,52.64,Central,63.42,Central,Science,61.8,Comm&Mgmt,Yes,79.96,Mkt&Fin,67.84,Placed
M,54.8,Central,69.18,Others,Commerce,67.69,Comm&Mgmt,No,59.55,Mkt&Fin,60.46,Placed
M,75.17,Others,87.09,Central,Commerce,65.74,Others,Yes,62.16,Mkt&HR,58.48,Placed
M,71.57,Others,60.23,Central,Commerce,65.62,Others,Yes,74.07,Mkt&HR,55.97,Not Placed
M,67.32,Others,72.65,Central,Science,63.69,Others,No,96.38,Mkt&HR,56.34,Not Placed
M,53.17,Central,66.01,Others,Science,65.44,Comm&Mgmt,No,66.98,Mkt&HR,70.81,Not Placed
F,79.93,Central,81.84,Central,Science,66.88,Sci&Tech,No,72.57,Mkt&Fin,66.06,Placed
M,49.54,Others,61.25,Others,Science,76.82,Sci&Tech,No,93.61,Mkt&HR,58.51,Placed
F,73.62,Central,82.7,Central,Arts,61.59,Comm&Mgmt,No,57.52,Mkt&Fin,65.11,Placed
F,42.91,Others,62.1,Others,Arts,71.1,Others,Yes,62.07,Mkt&Fin,73.22,Placed
F,70.23,Central,84.71,Others,Science,54.0,Others,Yes,56.06,Mkt&Fin,63.06,Not Placed
F,75.53,Others,74.66,Central,Arts,76.67,Sci&Tech,Yes,51.39,Mkt&Fin,65.61,Placed
M,76.43,Others,41.89624999999998,Others,Commerce,71.76,Others,Yes,48.22,Mkt&HR,72.02,Not Placed
M,63.03,Others,63.73,Central,Arts,80.65,Comm&Mgmt,Yes,75.37,Mkt&Fin,65.43,Placed
